IP,Definition,Unit,structure_tautological,structure_explanatory,structure_no_response,qualifier_attempt,qualifier_no_attempt,victim_first_person,victim_second_person,victim_generic,victim_entity,adversary_generic,adversary_specific,action_impersonation,action_steal_data,action_disclose_data,action_data_loss,action_blackmail,action_deceit,action_public_cyberbullying,action_private_cyberbullying,action_harassment,action_discrimination,action_other_cyberbullying,action_hack,action_ddos,action_misc,motivation_accidental,motivation_financial_gain,motivation_impersonation,motivation_blackmail,motivation_information_gain ,motivation_destructive,motivation_other,technical_details_lock,technical_details_encrypt,technical_details_publish,technical_details_reputation,technical_details_facebook,technical_details_twitter,technical_details_instagram,technical_details_misc,technical_details_personal_identifiers,technical_details_financial_data,technical_details_classified_data,impact_reputation,impact_mental_anguish,impact_therapy,impact_legal_cost,impact_notification_costs,impact_misc,frequency_cyber _attack,frequency_cyberbullying,frequency_cyber_extortion,frequency_identity_theft ,frequency_online_fraud  ,frequency_data_breach  ,cost_usd_cyber_attack,cost_usd_cyberbullying,cost_usd_cyber_extortion,cost_usd_identity_theft ,cost_usd_online_fraud  ,cost_usd_data_breach  ,cost_gbp_cyberbullying  ,cost_gbp_cyber_extortion,cost_gbp_identity_theft ,cost_gbp_online_fraud  ,cost_gbp_data_breach  ,cost_gbp_cyber_attack,cost_adjusted_cyberbullying  ,cost_adjusted_cyber_extortion,cost_adjusted_identity_theft ,cost_adjusted_online_fraud  ,cost_adjusted_data_breach  ,cost_adjusted_cyber_attack,insurance_travel,insurance_health,insurance_home,insurance_car,insurance_life,cybercrime_coverage
76.116.66.46,Cyber Attack,"When you are a victim of an active violation electronically of your personal account on a computer, cloud or software as a service.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Close to never,Close to never,Occasionally / Once in 10 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,0,0,5000,10000,3028,15070,0,0,0,0,0,0,0,5000,10000,3028,15070,0,No,Yes,Yes,No,No,No
75.222.208.160,Cyber Attack,Hacking into people's data to gain control of their online account or page,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Frequently / Once in 2 years,Frequently / Once in 2 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Rarely / Once in 50 years,10000,141,1831,9718,12324,16127,0,0,0,0,0,0,141,1831,9718,12324,16127,10000,No,Yes,No,Yes,No,No
75.251.91.15,Cyber Attack,"A cyber attack refers to a deliberate and malicious act aimed at compromising computer systems, networks, or digital devices, with the objective of gaining unauthorized access, causing damage, or stealing sensitive information. It involves exploiting vulnerabilities in technology or human behavior to launch offensive actions in the digital realm.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Close to never,Occasionally / Once in 10 years,Usually / Every year,Sometimes / Once in 5 years,Frequently / Once in 2 years,5070,7535,20282,282,21690,4789,0,0,0,0,0,0,7535,20282,282,21690,4789,5070,No,Yes,No,Yes,No,No
174.245.0.113,Cyber Attack,"A cyber attack is a type of attack where an attacker uses the internet to gain unauthorized access to a computer system or network. Cyber attacks can take many forms, such as malware, phishing, or denial-of-service attacks. The goal of a cyber attack is usually to steal sensitive information, disrupt operations, or cause damage to the system or network. Cyber attacks can have serious consequences for the victim, including financial losses, reputational harm, and legal liability.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Usually / Every year,Usually / Every year,Usually / Every year,Usually / Every year,Frequently / Once in 2 years,Usually / Every year,50000,50000,39648,50000,39507,50000,0,0,0,0,0,0,50000,39648,50000,39507,50000,50000,No,No,Yes,No,Yes,"Yes (if yes, please specify all the policies under which you have the coverage)"
136.55.60.231,Cyber Attack,Na,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,0,1811,3064,2368,1253,1671,0,0,0,0,0,0,1811,3064,2368,1253,1671,0,Yes,Yes,Yes,Yes,Yes,No
162.199.5.157,Cyber Attack,When individuals intentionally target a business/company/organization to get sensitive data or to shut down their networks and wreak havoc.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,7344,7813,7344,6563,6406,0,0,0,0,0,0,0,7813,7344,6563,6406,0,7344,No,Yes,Yes,Yes,Yes,No
172.56.90.57,Cyber Attack,an effort to damage or shut down a computer system.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Rarely / Once in 50 years,Usually / Every year,Frequently / Once in 2 years,10070,1620,15000,17394,8310,1127,0,0,0,0,0,0,1620,15000,17394,8310,1127,10070,No,Yes,No,Yes,No,No
166.199.150.81,Cyber Attack,A cyber attack is when multiple networks are affected at once like an organization or large corporation.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Rarely / Once in 50 years,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,10039,4995,10195,50000,28703,10765,0,0,0,0,0,0,4995,10195,50000,28703,10765,10039,Yes,Yes,Yes,Yes,Yes,No
97.106.173.150,Cyber Attack,A cyber attack is an event where the internet is used as a means to breach a site's security protections.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Rarely / Once in 50 years,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Frequently / Once in 2 years,0,0,0,20000,10000,10000,0,0,0,0,0,0,0,0,20000,10000,10000,0,No,Yes,No,Yes,Yes,Do not know
104.1.38.47,Cyber Attack,A breach of security commited with the express purpose of obtaining information.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Rarely / Once in 50 years,Close to never,Close to never,Close to never,Sometimes / Once in 5 years,30597,0,9104,23433,40149,746,0,0,0,0,0,0,0,9104,23433,40149,746,30597,No,Yes,No,No,No,No
67.80.249.82,Cyber Attack,Stealing sensitive information from computer systems belonging to institution,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Usually / Every year,Usually / Every year,Usually / Every year,Usually / Every year,Usually / Every year,Usually / Every year,9062,752,8921,13991,13005,470,0,0,0,0,0,0,752,8921,13991,13005,470,9062,No,Yes,Yes,Yes,Yes,No
69.249.44.137,Cyber Attack,IÃ¢â‚¬â„¢m assuming it means a hacking of a company or organization to get data breaches.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Close to never,Close to never,Rarely / Once in 50 years,Frequently / Once in 2 years,Frequently / Once in 2 years,5775,1549,6479,50000,42042,19648,0,0,0,0,0,0,1549,6479,50000,42042,19648,5775,Yes,Yes,Yes,Yes,No,No
96.77.78.74,Cyber Attack,"Cyber attack is any attempt or act to obtain certain confidential information with the use of coercion, in an unauthorized manner",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,5282,5423,3099,3662,5634,4366,0,0,0,0,0,0,5423,3099,3662,5634,4366,5282,No,Yes,No,Yes,No,No
172.58.250.219,Cyber Attack,attacking someone online in a deceptive way,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Close to never,50000,50000,50000,50000,50000,50000,0,0,0,0,0,0,50000,50000,50000,50000,50000,50000,Yes,Yes,Yes,Yes,Yes,No
86.20.240.232,Cyber Attack,"A cyber attack is a deliberate hacking attempt made by individuals or groups in order to steal private information or data, with the intention of leaking or holding it to ransom. Cyber attacks can also be used to bring websites down (Ddos).",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Close to never,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,0,70,0,0,0,0,0,91,0,0,0,No,No,No,No,No,No
151.228.69.26,Cyber Attack,The organised attempt to hack into a company's online security.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Sometimes / Once in 5 years,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,Close to never,0,0,0,0,0,0,0,30540,0,31526,16033,16315,0,39702,0,40983.8,20842.9,21209.5,Yes,Yes,Yes,Yes,Yes,No
92.40.216.195,Cyber Attack,It is an attack by using technological devices,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Usually / Every year,Rarely / Once in 50 years,Usually / Every year,Usually / Every year,Frequently / Once in 2 years,Occasionally / Once in 10 years,0,0,0,0,0,0,22969,27656,31094,27031,33125,26875,29859.7,35952.8,40422.2,35140.3,43062.5,34937.5,Yes,Yes,No,Yes,Yes,No
31.94.56.109,Cyber Attack,Someone taking your personal data by breaching your security.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Frequently / Once in 2 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,30149,32687,36418,448,2537,0,39193.7,42493.1,47343.4,582.4,3298.1,Yes,No,Yes,Yes,Yes,Do not know
108.30.69.91,Cyber Attack,Crime over the internet,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,8955,0,13433,26119,8507,0,0,0,0,0,0,0,0,13433,26119,8507,0,8955,No,Yes,Yes,Yes,No,No
92.40.199.153,Cyber Attack,Cyber attack means someone has purposely infiltrated someone elses system,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Frequently / Once in 2 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,3718,30056,41887,42732,35197,50000,4833.4,39072.8,54453.1,55551.6,45756.1,65000,No,No,No,Yes,No,No
86.158.213.254,Cyber Attack,Someone shuts down a website or breaches it,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Sometimes / Once in 5 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,19888,18988,20208,20148,20788,0,25854.4,24684.4,26270.4,26192.4,27024.4,No,No,Yes,No,Yes,Do not know
84.70.79.38,Cyber Attack,Someone has atracked a device,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Close to never,0,0,0,0,0,0,539,1248,1234,1537,487,1220,700.7,1622.4,1604.2,1998.1,633.1,1586,Yes,No,Yes,Yes,Yes,No
82.11.118.41,Cyber Attack,Where your details get hacked in to via your computer or phone,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,0,0,0,0,0,0,9017,9764,25530,23409,22896,22109,11722.1,12693.2,33189,30431.7,29764.8,28741.7,Yes,No,Yes,Yes,Yes,Do not know
31.53.240.117,Cyber Attack,Hackers attempting to get access to your personal details,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,9702,26673,29349,27166,23504,29209,12612.6,34674.9,38153.7,35315.8,30555.2,37971.7,No,No,Yes,Yes,No,No
82.14.0.43,Cyber Attack,A direct attack on a person or company in order to bring down services or access private information.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Sometimes / Once in 5 years,Close to never,Close to never,Close to never,Rarely / Once in 50 years,0,0,0,0,0,0,1678,0,0,1395,1678,2103,2181.4,0,0,1813.5,2181.4,2733.9,No,No,No,No,No,No
81.109.66.190,Cyber Attack,Use of the internet to cause harm,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,0,975,2786,0,696,0,0,1267.5,3621.8,0,904.8,Yes,No,No,Yes,Yes,No
82.18.243.189,Cyber Attack,An online attack that is a sustained campaign to impersonate or remove the presence of someone else.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,Usually / Every year,Sometimes / Once in 5 years,Usually / Every year,0,0,0,0,0,0,0,9965,10100,10046,15317,9467,0,12954.5,13130,13059.8,19912.1,12307.1,No,No,No,Yes,Yes,No
86.30.76.15,Cyber Attack,Attempts to circumvent security measures designed to protect data.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,0,0,0,0,0,0,0,0,563,1972,1972,0,0,0,731.9,2563.6,2563.6,0,No,No,Yes,Yes,No,Do not know
86.165.44.25,Cyber Attack,An attack of any kind using the internet.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,156,0,0,0,0,0,202.8,0,0,0,0,0,No,No,Yes,Yes,No,No
86.12.59.142,Cyber Attack,Someone illegally taking your personal data online,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Close to never,Close to never,Occasionally / Once in 10 years,Rarely / Once in 50 years,Frequently / Once in 2 years,0,0,0,0,0,0,20698,29871,7981,50000,10807,8076,26907.4,38832.3,10375.3,65000,14049.1,10498.8,Yes,No,Yes,Yes,No,No
86.174.198.239,Cyber Attack,putting some spying device into your data,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Rarely / Once in 50 years,Close to never,0,0,0,0,0,0,0,0,10000,10000,10000,0,0,0,13000,13000,13000,0,Yes,No,Yes,Yes,Yes,No
